PB.10001:GPA33	GPA33
PB.63150:PAM	PAM
PB.63150:EIF3KP1	EIF3KP1
PB.63151:GIN1	GIN1
PB.63164:PPIP5K2	PPIP5K2
PB.63168:PPIP5K2	PPIP5K2
PB.63181:MACIR	MACIR
PB.63204:NUDT12	NUDT12
PB.6326:BCAR3	BCAR3
PB.6327:ENSG00000260464	ENSG00000260464
PB.63318:FBXL17	FBXL17
PB.63329:ENSG00000286503	ENSG00000286503
PB.63330:ENSG00000289260	ENSG00000289260
PB.63332:LINC01023	LINC01023
PB.6334:DNTTIP2	DNTTIP2
PB.6335:GCLM	GCLM
PB.6344:MTCO1P21	MTCO1P21
PB.63459:ENSG00000286882	ENSG00000286882
PB.63464:FER	FER
PB.63464:RACK1P1	RACK1P1
PB.63512:PJA2	PJA2
PB.63512:ENSG00000249476	ENSG00000249476
PB.63515:RN7SKP230	RN7SKP230
PB.63515:ENSG00000249068	ENSG00000249068
PB.63515:MAN2A1-DT	MAN2A1-DT
PB.63524:MAN2A1	MAN2A1
PB.63730:TMEM232	TMEM232
PB.63738:SLC25A46	SLC25A46
PB.63747:TSLP	TSLP
PB.63748:WDR36	WDR36
PB.6375:ARHGAP29	ARHGAP29
PB.63756:STARD4	STARD4
PB.6377:ENSG00000286692	ENSG00000286692
PB.63773:RN7SKP57	RN7SKP57
PB.63775:CAMK4	CAMK4
PB.63775:STARD4-AS1	STARD4-AS1
PB.63775:ENSG00000288965	ENSG00000288965
PB.63776:NREP	NREP
PB.63809:EPB41L4A-AS1	EPB41L4A-AS1
PB.63857:EPB41L4A-DT	EPB41L4A-DT
PB.63861:ENSG00000251014	ENSG00000251014
PB.63864:EPB41L4A	EPB41L4A
PB.63864:ENSG00000248350	ENSG00000248350
PB.63864:HMGB3P16	HMGB3P16
PB.63868:CBX3P3	CBX3P3
PB.63879:APC	APC
PB.63879:ENSG00000258864	ENSG00000258864
PB.63879:APC+SRP19	APC+SRP19
PB.63879:SRP19	SRP19
PB.63879:XBP1P1	XBP1P1
PB.63879:ZRSR2P1	ZRSR2P1
PB.63885:REEP5	REEP5
PB.63895:DCP2	DCP2
PB.639:ENSG00000288927	ENSG00000288927
PB.63934:MCC	MCC
PB.63940:YTHDC2	YTHDC2
PB.63975:TRIM36	TRIM36
PB.63975:TRIM36-IT1	TRIM36-IT1
PB.63976:TRIM36	TRIM36
PB.63996:PGGT1B	PGGT1B
PB.63997:ENSG00000271797	ENSG00000271797
PB.6400:ABCD3	ABCD3
PB.64006:ENSG00000243304	ENSG00000243304
PB.64006:CCDC112	CCDC112
PB.64006:HMGN1P15	HMGN1P15
PB.64027:FEM1C	FEM1C
PB.64042:TICAM2-AS1	TICAM2-AS1
PB.64045:TMED7	TMED7
PB.64045:TICAM2	TICAM2
PB.64045:TMED7-TICAM2	TMED7-TICAM2
PB.64045:TICAM2+TMED7	TICAM2+TMED7
PB.64052:CDO1	CDO1
PB.64059:ATG12	ATG12
PB.6406:F3	F3
PB.64075:ENSG00000185641	ENSG00000185641
PB.64075:HMGN2P27	HMGN2P27
PB.64075:ENSG00000272265	ENSG00000272265
PB.64075:ENSG00000271918	ENSG00000271918
PB.6409:ENSG00000288736	ENSG00000288736
PB.64127:AP3S1	AP3S1
PB.64127:COMMD10	COMMD10
PB.64127:SEMA6A-AS1	SEMA6A-AS1
PB.64205:PTMAP2	PTMAP2
PB.64223:DTWD2	DTWD2
PB.64223:DMXL1-DT	DMXL1-DT
PB.64236:RN7SL174P	RN7SL174P
PB.64261:DMXL1	DMXL1
PB.64261:TNFAIP8	TNFAIP8
PB.64261:HSD17B4+TNFAIP8	HSD17B4+TNFAIP8
PB.64261:HSD17B4	HSD17B4
PB.6427:SLC44A3-AS1	SLC44A3-AS1
PB.64291:PRR16	PRR16
PB.64344:SRFBP1	SRFBP1
PB.6435:SLC44A3	SLC44A3
PB.64361:SNX2	SNX2
PB.64361:ENSG00000260686	ENSG00000260686
PB.644:DHRS3	DHRS3
PB.644:ENSG00000272482	ENSG00000272482
PB.64408:SNX24	SNX24
PB.64426:CEP120	CEP120
PB.64426:KRT8P33	KRT8P33
PB.64428:ENSG00000288766	ENSG00000288766
PB.6444:CNN3	CNN3
PB.64455:CSNK1G3	CSNK1G3
PB.64455:ENSG00000288890	ENSG00000288890
PB.64461:KRT18P16	KRT18P16
PB.64489:ZNF608	ZNF608
PB.64489:ENSG00000251456	ENSG00000251456
PB.64493:LINC02240	LINC02240
PB.6450:CNN3-DT	CNN3-DT
PB.64588:GRAMD2B	GRAMD2B
PB.64588:ENSG00000279118	ENSG00000279118
PB.64590:ENSG00000250602	ENSG00000250602
PB.64596:ALDH7A1	ALDH7A1
PB.64607:PHAX	PHAX
PB.64611:ENSG00000230929	ENSG00000230929
PB.64612:LMNB1	LMNB1
PB.64632:MARCHF3	MARCHF3
PB.64632:C5orf63	C5orf63
PB.64643:ENSG00000283897	ENSG00000283897
PB.64657:HNRNPKP1	HNRNPKP1
PB.64658:PRRC1	PRRC1
PB.64718:LINC01184	LINC01184
PB.64750:SLC12A2	SLC12A2
PB.64750:POGLUT2P1	POGLUT2P1
PB.64756:FBN2	FBN2
PB.64757:FBN2	FBN2
PB.64783:FBN2	FBN2
PB.64806:FBN2	FBN2
PB.6481:ALG14	ALG14
PB.64852:ISOC1	ISOC1
PB.64852:ENSG00000286274+ISOC1	ENSG00000286274+ISOC1
PB.6490:ENSG00000226026	ENSG00000226026
PB.6497:RWDD3	RWDD3
PB.6497:ENSG00000287919+RWDD3	ENSG00000287919+RWDD3
PB.6497:RWDD3+TLCD4	RWDD3+TLCD4
PB.6497:TLCD4	TLCD4
PB.64994:CDC42SE2	CDC42SE2
PB.64994:LYRM7	LYRM7
PB.64994:CDC42SE2+LYRM7	CDC42SE2+LYRM7
PB.64994:ENSG00000279584	ENSG00000279584
PB.65001:HINT1	HINT1
PB.65001:RAPGEF6	RAPGEF6
PB.65001:FNIP1	FNIP1
PB.65001:ACTBP4	ACTBP4
PB.65001:ENSG00000281938	ENSG00000281938
PB.65001:MEIKIN	MEIKIN
PB.65001:ENSG00000279370	ENSG00000279370
PB.65015:ACSL6	ACSL6
PB.65017:ENSG00000231585	ENSG00000231585
PB.65028:P4HA2	P4HA2
PB.65031:MIR3936HG	MIR3936HG
PB.65031:TH2LCRR	TH2LCRR
PB.65031:LINC02863	LINC02863
PB.65031:IRF1	IRF1
PB.65042:RAD50	RAD50
PB.65042:SLC22A5	SLC22A5
PB.65042:ENSG00000283782	ENSG00000283782
PB.65042:SLC22A4	SLC22A4
PB.65042:IL13	IL13
PB.65042:IL4	IL4
PB.65042:IRF1-AS1	IRF1-AS1
PB.65042:IRF1-AS1+RAD50	IRF1-AS1+RAD50
PB.65049:KIF3A	KIF3A
PB.65054:CCNI2	CCNI2
PB.65056:SEPTIN8	SEPTIN8
PB.65064:ENSG00000272203	ENSG00000272203
PB.65072:UQCRQ	UQCRQ
PB.65072:LEAP2+UQCRQ	LEAP2+UQCRQ
PB.65072:LEAP2	LEAP2
PB.65084:AFF4	AFF4
PB.65084:SHROOM1	SHROOM1
PB.65084:ZCCHC10	ZCCHC10
PB.65084:ENSG00000286408	ENSG00000286408
PB.65085:AFF4-DT	AFF4-DT
PB.65085:ENSG00000248648	ENSG00000248648
PB.65085:HSPA4	HSPA4
PB.65085:ENSG00000279691	ENSG00000279691
PB.65104:ENSG00000288758	ENSG00000288758
PB.65114:ENSG00000280104	ENSG00000280104
PB.65126:FSTL4	FSTL4
PB.6513:PTBP2	PTBP2
PB.65141:C5orf15	C5orf15
PB.65143:VDAC1	VDAC1
PB.65143:PPP2CA	PPP2CA
PB.65143:CDKL3	CDKL3
PB.65143:ENSG00000273345	ENSG00000273345
PB.65143:CDKN2AIPNL	CDKN2AIPNL
PB.65143:ENSG00000279469	ENSG00000279469
PB.65143:SKP1+VDAC1	SKP1+VDAC1
PB.65143:SKP1	SKP1
PB.65143:PPP2CA+SKP1	PPP2CA+SKP1
PB.65143:ENSG00000272772	ENSG00000272772
PB.65145:TCF7	TCF7
PB.65145:PPP2CA-DT	PPP2CA-DT
PB.65145:UBE2B	UBE2B
PB.65145:JADE2	JADE2
PB.65145:ENSG00000271737	ENSG00000271737
PB.65149:SEC24A	SEC24A
PB.65149:DDX46	DDX46
PB.65149:C5orf24	C5orf24
PB.65149:CAMLG	CAMLG
PB.65149:CAMLG+DDX46	CAMLG+DDX46
PB.65149:C5orf24+DDX46	C5orf24+DDX46
PB.65155:ENSG00000280420	ENSG00000280420
PB.65155:SAR1B	SAR1B
PB.65155:MTND4P12	MTND4P12
PB.65167:TXNDC15	TXNDC15
PB.65167:ENSG00000279799	ENSG00000279799
PB.65167:PCBD2	PCBD2
PB.65167:CATSPER3+PCBD2	CATSPER3+PCBD2
PB.65167:PCBD2+PITX1-AS1	PCBD2+PITX1-AS1
PB.65167:MTND6P4	MTND6P4
PB.65167:CATSPER3	CATSPER3
PB.65167:PCBD2+TXNDC15	PCBD2+TXNDC15
PB.65234:MACROH2A1	MACROH2A1
PB.65235:ENSG00000270021	ENSG00000270021
PB.65249:TIFAB	TIFAB
PB.65249:DCANP1	DCANP1
PB.65253:ENSG00000249639	ENSG00000249639
PB.65260:TGFBI	TGFBI
PB.65263:SMAD5-AS1	SMAD5-AS1
PB.65277:SMAD5	SMAD5
PB.65286:SPOCK1	SPOCK1
PB.65375:SPOCK1	SPOCK1
PB.65434:FAM13B-AS1	FAM13B-AS1
PB.65434:PKD2L2	PKD2L2
PB.65440:FAM13B	FAM13B
PB.65440:KLHL3	KLHL3
PB.65440:KLHL3+PKD2L2-DT	KLHL3+PKD2L2-DT
PB.65440:BRD8	BRD8
PB.65440:CDC23	CDC23
PB.65440:CDC25C	CDC25C
PB.65440:HNRNPA0	HNRNPA0
PB.65440:PKD2L2-DT	PKD2L2-DT
PB.65440:ENSG00000287067+PKD2L2-DT	ENSG00000287067+PKD2L2-DT
PB.65440:ENSG00000287067	ENSG00000287067
PB.65441:ENSG00000289267	ENSG00000289267
PB.65447:ETF1	ETF1
PB.65452:HSPA9	HSPA9
PB.65482:FAM53C	FAM53C
PB.65482:CTNNA1	CTNNA1
PB.65482:KDM3B	KDM3B
PB.65482:KIF20A	KIF20A
PB.65482:REEP2	REEP2
PB.65482:ENSG00000289155	ENSG00000289155
PB.65498:MATR3	MATR3
PB.65498:PAIP2	PAIP2
PB.65498:SNHG4	SNHG4
PB.65498:MATR3+PAIP2	MATR3+PAIP2
PB.65504:SLC23A1	SLC23A1
PB.65504:MZB1	MZB1
PB.65504:PROB1	PROB1
PB.65504:SPATA24	SPATA24
PB.65504:DNAJC18	DNAJC18
PB.65504:ECSCR	ECSCR
PB.65504:STING1	STING1
PB.65504:SIL1	SIL1
PB.65504:CXXC5-AS1	CXXC5-AS1
PB.65504:H3P25	H3P25
PB.65504:ENSG00000272255	ENSG00000272255
PB.65504:ENSG00000272742	ENSG00000272742
PB.65504:RN7SKP64	RN7SKP64
PB.65514:SMIM33	SMIM33
PB.65514:UBE2D2	UBE2D2
PB.65514:CXXC5+UBE2D2	CXXC5+UBE2D2
PB.65514:CXXC5	CXXC5
PB.65514:ENSG00000249526	ENSG00000249526
PB.65533:NRG2	NRG2
PB.65565:MALINC1	MALINC1
PB.65585:PFDN1	PFDN1
PB.65589:HBEGF	HBEGF
PB.65591:ANKHD1-DT	ANKHD1-DT
PB.65591:SRA1	SRA1
PB.65591:APBB3+SRA1	APBB3+SRA1
PB.65591:APBB3	APBB3
PB.65591:ENSG00000283155	ENSG00000283155
PB.65595:ENSG00000283602	ENSG00000283602
PB.65595:ENSG00000283155	ENSG00000283155
PB.65608:ANKHD1	ANKHD1
PB.65608:PURA	PURA
PB.65608:ANKHD1+EIF4EBP3	ANKHD1+EIF4EBP3
PB.65608:ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3
PB.65608:EIF4EBP3	EIF4EBP3
PB.65608:SLC35A4	SLC35A4
PB.65608:HAUS1P1	HAUS1P1
PB.65608:ENSG00000240518	ENSG00000240518
PB.65608:IGIP+PURA	IGIP+PURA
PB.65608:IGIP	IGIP
PB.65608:ENSG00000254363	ENSG00000254363
PB.65608:CYSTM1	CYSTM1
PB.65608:ENSG00000250069	ENSG00000250069
PB.65608:ENSG00000254363+PURA	ENSG00000254363+PURA
PB.65612:TMCO6	TMCO6
PB.65612:IK	IK
PB.65612:IK+TMCO6	IK+TMCO6
PB.65613:CD14+NDUFA2	CD14+NDUFA2
PB.65613:CD14	CD14
PB.65613:NDUFA2	NDUFA2
PB.65615:HARS1	HARS1
PB.65615:DND1+HARS1	DND1+HARS1
PB.65615:DND1	DND1
PB.65625:WDR55	WDR55
PB.65625:HARS2	HARS2
PB.65625:ZMAT2	ZMAT2
PB.6564:SEC63P1	SEC63P1
PB.65662:TAF7	TAF7
PB.65662:SLC25A2	SLC25A2
PB.65663:ENSG00000288095	ENSG00000288095
PB.65664:ENSG00000272070	ENSG00000272070
PB.65665:ENSG00000272070	ENSG00000272070
PB.65673:PCDHGA4	PCDHGA4
PB.65676:PCDHGB2	PCDHGB2
PB.65676:PCDHGA5	PCDHGA5
PB.65678:PCDHGA5	PCDHGA5
PB.65679:PCDHGB3	PCDHGB3
PB.65680:PCDHGA6	PCDHGA6
PB.65683:PCDHGA6	PCDHGA6
PB.65688:PCDHGB4	PCDHGB4
PB.65689:PCDHGB4	PCDHGB4
PB.65690:PCDHGA8	PCDHGA8
PB.65691:PCDHGA8	PCDHGA8
PB.65692:PCDHGB5	PCDHGB5
PB.65694:PCDHGA9	PCDHGA9
PB.65694:PCDHGB6	PCDHGB6
PB.65697:PCDHGB6	PCDHGB6
PB.65697:PCDHGA10	PCDHGA10
PB.65700:PCDHGB8P	PCDHGB8P
PB.65714:ENSG00000273557	ENSG00000273557
PB.65718:PCDHGC3	PCDHGC3
PB.6572:ENSG00000270911	ENSG00000270911
PB.6572:ENSG00000230718	ENSG00000230718
PB.65723:PCDHGC4	PCDHGC4
PB.6573:DPYD	DPYD
PB.6573:DPYD-IT1	DPYD-IT1
PB.65735:DIAPH1	DIAPH1
PB.65735:HDAC3	HDAC3
PB.65735:FCHSD1	FCHSD1
PB.65736:ENSG00000228737	ENSG00000228737
PB.65736:RELL2	RELL2
PB.65742:ENSG00000289478	ENSG00000289478
PB.65743:ARAP3	ARAP3
PB.65758:PCDH1	PCDH1
PB.65761:DELE1	DELE1
PB.65762:ENSG00000271871	ENSG00000271871
PB.65764:PCDH12	PCDH12
PB.6577:SNX7	SNX7
PB.65770:GNPDA1	GNPDA1
PB.65797:RNF14	RNF14
PB.65797:NDFIP1	NDFIP1
PB.65797:ENSG00000280047	ENSG00000280047
PB.65797:ENSG00000280047+NDFIP1	ENSG00000280047+NDFIP1
PB.65797:ENSG00000289306	ENSG00000289306
PB.65841:ARHGAP26	ARHGAP26
PB.65859:ENSG00000279130	ENSG00000279130
PB.65877:NR3C1	NR3C1
PB.65877:ENSG00000279679	ENSG00000279679
PB.65880:ENSG00000249881	ENSG00000249881
PB.65890:HMHB1	HMHB1
PB.65911:YIPF5	YIPF5
PB.65915:KCTD16	KCTD16
PB.66037:PRELID2	PRELID2
PB.66040:SH3RF2	SH3RF2
PB.66054:SH3RF2	SH3RF2
PB.66070:PLAC8L1	PLAC8L1
PB.66070:LARS1	LARS1
PB.66083:ENSG00000275740	ENSG00000275740
PB.66083:RBM27	RBM27
PB.66120:TCERG1	TCERG1
PB.66125:GPR151	GPR151
PB.66147:PPP2R2B	PPP2R2B
PB.66147:RN7SL791P	RN7SL791P
PB.66147:KRT8P48	KRT8P48
PB.66170:JAKMIP2	JAKMIP2
PB.66182:SPINK9	SPINK9
PB.66192:FBXO38-DT	FBXO38-DT
PB.66206:Metazoa+SRP	Metazoa+SRP
PB.66206:FBXO38	FBXO38
PB.66206:FBXO38+Metazoa+SRP	FBXO38+Metazoa+SRP
PB.66221:HTR4	HTR4
PB.66259:ADRB2	ADRB2
PB.66259:ENSG00000272411	ENSG00000272411
PB.66259:ENSG00000289430	ENSG00000289430
PB.66259:ADRB2+ENSG00000272411	ADRB2+ENSG00000272411
PB.66281:GRPEL2	GRPEL2
PB.66284:GRPEL2-AS1	GRPEL2-AS1
PB.66286:PCYOX1L	PCYOX1L
PB.66286:ENSG00000253865+PCYOX1L	ENSG00000253865+PCYOX1L
PB.66286:ENSG00000253865	ENSG00000253865
PB.6629:FRRS1	FRRS1
PB.66311:ENSG00000230551	ENSG00000230551
PB.66311:CSNK1A1	CSNK1A1
PB.66311:CSNK1A1+ENSG00000230551	CSNK1A1+ENSG00000230551
PB.66315:ARHGEF37	ARHGEF37
PB.66319:ARHGEF37	ARHGEF37
PB.66336:PPARGC1B	PPARGC1B
PB.66343:TIGD6	TIGD6
PB.66347:HMGXB3	HMGXB3
PB.66347:SLC26A2	SLC26A2
PB.66356:CSF1R	CSF1R
PB.66360:PDGFRB	PDGFRB
PB.66362:PDGFRB	PDGFRB
PB.6637:AGL	AGL
PB.66373:CD74	CD74
PB.66373:CD74+RPS14	CD74+RPS14
PB.66391:TCOF1	TCOF1
PB.66391:NDST1	NDST1
PB.66402:SYNPO	SYNPO
PB.66424:RBM22	RBM22
PB.6644:SLC35A3	SLC35A3
PB.6644:ENSG00000283761	ENSG00000283761
PB.6644:MFSD14A	MFSD14A
PB.6644:ENSG00000226952	ENSG00000226952
PB.66448:DCTN4	DCTN4
PB.66454:SMIM3	SMIM3
PB.66454:IRGM+SMIM3	IRGM+SMIM3
PB.66454:IRGM	IRGM
PB.66456:ZNF300	ZNF300
PB.66462:ZNF300P1	ZNF300P1
PB.66491:TNIP1	TNIP1
PB.66492:GM2A	GM2A
PB.66496:GM2A	GM2A
PB.66500:ANXA6	ANXA6
PB.66500:CCDC69	CCDC69
PB.66529:FAT2	FAT2
PB.66531:SLC36A1	SLC36A1
PB.66531:ENSG00000271795	ENSG00000271795
PB.6654:TRMT13	TRMT13
PB.66562:SPARC	SPARC
PB.6657:ENSG00000288826	ENSG00000288826
PB.6657:SASS6	SASS6
PB.6657:ENSG00000228084	ENSG00000228084
PB.6657:LRRC39	LRRC39
PB.66587:ATOX1	ATOX1
PB.66587:ENSG00000275765+RPLP1P6	ENSG00000275765+RPLP1P6
PB.66587:ENSG00000275765	ENSG00000275765
PB.66587:ENSG00000272112	ENSG00000272112
PB.66588:G3BP1	G3BP1
PB.6659:ENSG00000285530	ENSG00000285530
PB.6659:BRI3P1	BRI3P1
PB.6670:DBT	DBT
PB.6670:DBT+LRRC39	DBT+LRRC39
PB.6670:RTCA-AS1	RTCA-AS1
PB.6670:LRRC39	LRRC39
PB.6670:BCAS2P2	BCAS2P2
PB.6674:RTCA	RTCA
PB.6674:CDC14A	CDC14A
PB.66775:MFAP3	MFAP3
PB.66781:FAM114A2	FAM114A2
PB.66787:HNRNPA3P7	HNRNPA3P7
PB.66787:SAP30L-AS1	SAP30L-AS1
PB.66788:GALNT10	GALNT10
PB.66788:RN7SL655P	RN7SL655P
PB.66788:SAP30L	SAP30L
PB.66807:RN7SL803P	RN7SL803P
PB.66812:LARP1	LARP1
PB.66812:Metazoa+SRP	Metazoa+SRP
PB.66812:ENSG00000241187	ENSG00000241187
PB.66813:FAXDC2	FAXDC2
PB.66818:CNOT8	CNOT8
PB.66823:GEMIN5	GEMIN5
PB.66833:MRPL22	MRPL22
PB.6691:VCAM1	VCAM1
PB.6696:ENSG00000273204	ENSG00000273204
PB.6697:EXTL2	EXTL2
PB.67:LINC01786	LINC01786
PB.67:LINC01786+SCNN1D	LINC01786+SCNN1D
PB.6702:DPH5	DPH5
PB.6702:HNRNPA1P68	HNRNPA1P68
PB.671:PRDM2	PRDM2
PB.671:ENSG00000289380	ENSG00000289380
PB.67133:ADAM19	ADAM19
PB.67133:HAVCR1	HAVCR1
PB.67133:HAVCR2	HAVCR2
PB.67133:HAVCR1+TIMD4	HAVCR1+TIMD4
PB.67133:TIMD4	TIMD4
PB.67133:MED7	MED7
PB.67133:FNDC9	FNDC9
PB.67146:ITK	ITK
PB.67146:CYFIP2	CYFIP2
PB.67146:NIPAL4	NIPAL4
PB.67146:ENSG00000253519	ENSG00000253519
PB.67149:THG1L	THG1L
PB.67152:LSM11	LSM11
PB.67168:CLINT1	CLINT1
PB.67180:LINC02227	LINC02227
PB.67199:EBF1	EBF1
PB.67215:EBF1	EBF1
PB.67216:LINC02202	LINC02202
PB.67216:ENSG00000279204	ENSG00000279204
PB.67228:RNF145	RNF145
PB.67233:ENSG00000253256	ENSG00000253256
PB.67234:ENSG00000288764	ENSG00000288764
PB.67237:UBLCP1	UBLCP1
PB.6724:SLC30A7	SLC30A7
PB.6724:ENSG00000233184+SLC30A7	ENSG00000233184+SLC30A7
PB.6724:ENSG00000233184	ENSG00000233184
PB.6724:ENSG00000235795+SLC30A7	ENSG00000235795+SLC30A7
PB.6724:ENSG00000235795	ENSG00000235795
PB.67244:ENSG00000249738	ENSG00000249738
PB.67252:ENSG00000249738	ENSG00000249738
PB.67320:TTC1	TTC1
PB.67323:PWWP2A	PWWP2A
PB.67323:ENSG00000223908	ENSG00000223908
PB.67339:CCNJL	CCNJL
PB.67346:ZBED8	ZBED8
PB.67350:PTTG1	PTTG1
PB.67352:SLU7	SLU7
PB.67377:MIR3142HG	MIR3142HG
PB.67449:ENSG00000250114	ENSG00000250114
PB.67450:CCNG1	CCNG1
PB.67453:ENSG00000254186	ENSG00000254186
PB.67453:NUDCD2	NUDCD2
PB.67453:ENSG00000254186+NUDCD2	ENSG00000254186+NUDCD2
PB.67457:HMMR	HMMR
PB.67466:MAT2B	MAT2B
PB.67493:ENSG00000229119	ENSG00000229119
PB.67513:CTB-178M22.2	CTB-178M22.2
PB.67537:RARS1	RARS1
PB.67537:WWC1	WWC1
PB.67545:FBLL1	FBLL1
PB.67561:PANK3	PANK3
PB.67561:SLC2A3P1	SLC2A3P1
PB.67568:SLIT3	SLIT3
PB.67572:SPDL1	SPDL1
PB.6760:ENSG00000225938	ENSG00000225938
PB.67614:DOCK2	DOCK2
PB.67644:LCP2	LCP2
PB.67644:ENSG00000250274+LCP2	ENSG00000250274+LCP2
PB.67644:ENSG00000288615	ENSG00000288615
PB.67644:ENSG00000250274	ENSG00000250274
PB.67645:LINC01366	LINC01366
PB.67647:ENSG00000250274	ENSG00000250274
PB.67648:LINC01366	LINC01366
PB.6766:S1PR1	S1PR1
PB.6766:ENSG00000228399	ENSG00000228399
PB.67660:KCNMB1	KCNMB1
PB.67681:RANBP17	RANBP17
PB.67688:USP12P1	USP12P1
PB.67702:NPM1	NPM1
PB.67721:STK10	STK10
PB.67721:FBXW11	FBXW11
PB.67721:UBTD2	UBTD2
PB.67721:KLF3P1	KLF3P1
PB.67725:ENSG00000288799	ENSG00000288799
PB.67725:EFCAB9	EFCAB9
PB.67732:NEURL1B	NEURL1B
PB.67740:ENSG00000213386	ENSG00000213386
PB.67742:DUSP1	DUSP1
PB.67742:ENSG00000289170	ENSG00000289170
PB.67765:ERGIC1	ERGIC1
PB.67765:ATP6V0E1	ATP6V0E1
PB.67765:CREBRF	CREBRF
PB.67765:BNIP1	BNIP1
PB.67765:ENSG00000253736	ENSG00000253736
PB.67765:ATP6V0E1+RPL26L1	ATP6V0E1+RPL26L1
PB.67765:ENSG00000288737	ENSG00000288737
PB.67765:SNORA74B	SNORA74B
PB.67765:ATP6V0E1+ERGIC1	ATP6V0E1+ERGIC1
PB.67779:BOD1	BOD1
PB.67812:CPEB4	CPEB4
PB.67812:ENSG00000289085	ENSG00000289085
PB.67841:SFXN1	SFXN1
PB.67866:HRH2	HRH2
PB.67922:THOC3-AS1	THOC3-AS1
PB.67922:ENSG00000250992	ENSG00000250992
PB.67922:FAM153B	FAM153B
PB.67923:ENSG00000280068	ENSG00000280068
PB.67923:THOC3	THOC3
PB.67923:ENSG00000248469	ENSG00000248469
PB.67923:ENSG00000251458	ENSG00000251458
PB.67923:ENSG00000283235	ENSG00000283235
PB.67939:KIAA1191	KIAA1191
PB.67945:NOP16	NOP16
PB.67946:SIMC1	SIMC1
PB.67946:BRCC3P1	BRCC3P1
PB.67946:ARL10	ARL10
PB.67946:HIGD2A	HIGD2A
PB.67949:CLTB	CLTB
PB.67957:FAF2	FAF2
PB.67974:CDHR2	CDHR2
PB.67975:RNF44	RNF44
PB.67975:RN7SL684P	RN7SL684P
PB.67981:SNCB	SNCB
PB.67982:CDHR2	CDHR2
PB.67984:TSPAN17	TSPAN17
PB.68000:HK3	HK3
PB.68002:NSD1	NSD1
PB.68002:ENSG00000286634	ENSG00000286634
PB.68002:ENSG00000240729	ENSG00000240729
PB.68002:ZNF346	ZNF346
PB.68002:FGFR4	FGFR4
PB.68002:ENSG00000240729+NSD1	ENSG00000240729+NSD1
PB.68003:PRELID1	PRELID1
PB.68012:UIMC1	UIMC1
PB.68012:PRMT1P1	PRMT1P1
PB.68012:RAB24	RAB24
PB.68012:MXD3	MXD3
PB.68012:LMAN2+MXD3	LMAN2+MXD3
PB.68012:LMAN2	LMAN2
PB.68020:F12	F12
PB.68024:RGS14	RGS14
PB.68024:SLC34A1	SLC34A1
PB.68024:GRK6	GRK6
PB.68024:PRR7	PRR7
PB.68036:PDLIM7	PDLIM7
PB.68036:DOK3	DOK3
PB.68036:DDX41	DDX41
PB.68036:FAM193B	FAM193B
PB.68036:DBN1	DBN1
PB.68036:ENSG00000279821	ENSG00000279821
PB.68037:FAM193B-DT	FAM193B-DT
PB.68039:TMED9	TMED9
PB.68040:B4GALT7	B4GALT7
PB.68040:B4GALT7+ENSG00000247679	B4GALT7+ENSG00000247679
PB.68040:ENSG00000247679	ENSG00000247679
PB.68042:ENSG00000249849	ENSG00000249849
PB.68045:ENSG00000246596	ENSG00000246596
PB.68045:FAM153A	FAM153A
PB.68045:ENSG00000248943	ENSG00000248943
PB.68069:NHP2	NHP2
PB.68072:ENSG00000170089	ENSG00000170089
PB.68072:RMND5B	RMND5B
PB.68072:ENSG00000170089+ENSG00000249684	ENSG00000170089+ENSG00000249684
PB.68072:ENSG00000249684	ENSG00000249684
PB.68072:ENSG00000280207	ENSG00000280207
PB.68072:SUDS3P1	SUDS3P1
PB.68072:FAM153CP	FAM153CP
PB.68072:ENSG00000218227	ENSG00000218227
PB.68072:N4BP3	N4BP3
PB.68072:N4BP3+RMND5B	N4BP3+RMND5B
PB.68079:PHYKPL	PHYKPL
PB.68079:ENSG00000289390	ENSG00000289390
PB.68083:HNRNPAB	HNRNPAB
PB.68122:CLK4	CLK4
PB.68122:RN7SKP70	RN7SKP70
PB.68130:ZNF354A	ZNF354A
PB.68147:ZNF354B	ZNF354B
PB.68147:ZFP2	ZFP2
PB.68147:PIGFP1	PIGFP1
PB.68149:ZNF454	ZNF454
PB.68174:ZNF879	ZNF879
PB.68174:ZNF354C	ZNF354C
PB.68196:ENSG00000253520	ENSG00000253520
PB.68196:MGAT4B	MGAT4B
PB.68196:MRNIP	MRNIP
PB.68196:TBC1D9B	TBC1D9B
PB.68196:RNF130	RNF130
PB.68196:ENSG00000249876	ENSG00000249876
PB.68196:RUFY1-AS1	RUFY1-AS1
PB.68196:HNRNPH1	HNRNPH1
PB.68198:RUFY1	RUFY1
PB.68198:CANX	CANX
PB.68198:MAML1	MAML1
PB.68198:LTC4S+MAML1	LTC4S+MAML1
PB.68198:LTC4S	LTC4S
PB.68198:SQSTM1	SQSTM1
PB.68198:RN7SKP150	RN7SKP150
PB.68198:ENSG00000245317	ENSG00000245317
PB.68198:PRDX2P3	PRDX2P3
PB.68198:ENSG00000250999	ENSG00000250999
PB.68198:HMGB3P22	HMGB3P22
PB.68207:MAPK9	MAPK9
PB.68207:RASGEF1C	RASGEF1C
PB.68207:ENSG00000229721	ENSG00000229721
PB.68210:GFPT2	GFPT2
